Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
01/02/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,Company chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",MS,39212,Servicemember,Consent not provided,Web,01/02/2016,Closed with explanation,Yes,No,1724832
09/13/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,LexisNexis,FL,32796,,,Web,10/16/2013,Closed with explanation,Yes,No,527052
06/25/2014,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Encore Capital Group,CA,90036,,,Web,06/25/2014,Closed with explanation,Yes,No,911068
04/15/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"Grant & Weber Inc out of XXXX NV is trying to collect a debt from CALIFORNIA on a Medical debt for XXXX XXXX XXXX XXXX which already was challenged and disputed for services never rendered this debt to believe after investigation someone using my name for XXXX XXXX XXXX XXXX never complied and or sent proof ( SIGNED AUTHORIZATION COPY FOR MEDICAL TREATMENT AND OR WAS NOT MY SIGNATURE OR ID ) Grant and Weber in the past and present has researched my name and credit profile and is soliciting so called past debt and purchasing bad uncollectible PAST DISPUTED DEBTS and calling and threatening to take legal action against me, 
",Company chooses not to provide a public response,Grant & Weber,NV,891XX,Servicemember,Consent provided,Web,04/15/2015,Closed with explanation,No,No,1332142
08/09/2012,Mortgage,Other mortgage,Other,,,,JPMorgan Chase & Co.,AZ,85361,,,Referral,08/15/2012,Closed with explanation,Yes,No,133226
09/14/2012,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,MD,20748,,,Phone,09/17/2012,Closed with explanation,Yes,No,153354
02/17/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Need information about my balance/terms,,,Wells Fargo & Company,MO,63118,,,Web,02/24/2015,Closed with explanation,Yes,No,1243069
06/29/2016,Money transfers,International money transfer,Money was not available when promised,,"My name is XXXX XXXX and I am a XXXX XXXX employee. 
I use the Western Union Online Transfer Service twice a month and I am getting charged for a service which I am not receiving for the last 4 months. 
Last year I was paying only {$7.00} for the money transfer ( up to {$2.00} ) to be delivered to XXXX in a maximum of 3 days. 
Now I am getting charged {$45.00} for an "" express '' service which supposed to deliver the money in minutes, however my wife have to wait one or 2 days to get the money in XXXX because the agencies where she collect the money they do n't have cash. She complained there but the agencies blamed Western Union since they are providing a service for this Company. 
I sent already complaints to WU to their email address XXXXXXXXXXXX on the XXXX XXXX and XXXX XXXX, with no answer at all. I just received an email on XXXX XXXX from XXXXXXXXXXXX saying that they got my complaint, but so far nothing happened. 
We feel we are being cheated by Western Union since they are charging us {$45.00} for the same service I used to pay only {$7.00}. 
Thank you.",,The Western Union Company,FL,331XX,,Consent provided,Web,06/29/2016,Closed with explanation,Yes,No,1992365
07/22/2015,Credit reporting,,Incorrect information on credit report,Public record,"remove the judgement from my acct it has been vacated enclosed is a copy of the judges order 
",,Equifax,NY,112XX,,Consent provided,Web,07/22/2015,Closed with explanation,Yes,No,1480624
02/23/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NC,27407,Older American,,Web,02/23/2014,Closed with non-monetary relief,Yes,No,727056
01/25/2016,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,PNC Bank N.A.,PA,15132,,,Phone,01/26/2016,Closed with explanation,Yes,No,1756018
01/27/2016,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,Synchrony Financial,NC,28756,Older American,Consent not provided,Web,02/02/2016,Closed with explanation,Yes,No,1760860
08/12/2013,Credit card,,Other,,,,Discover,MN,55106,,,Referral,08/15/2013,Closed with explanation,Yes,Yes,487626
10/08/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",,,,,Referral,10/15/2014,Closed with explanation,Yes,No,1062788
12/03/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,92626,,,Referral,12/08/2014,Closed with explanation,Yes,No,1140336
07/18/2016,Credit card,,Billing statement,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,TX,76005,,Consent not provided,Web,07/18/2016,Closed with explanation,Yes,Yes,2017897
07/17/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,FL,34601,,,Referral,07/22/2013,Closed with explanation,Yes,No,460237
11/25/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,95819,"Older American, Servicemember",Consent not provided,Web,11/25/2015,Closed with explanation,Yes,No,1672189
12/13/2013,Debt collection,I do not know,Improper contact or sharing of info,Contacted employer after asked not to,,,Global Trust Management LLC,VA,23502,Servicemember,,Web,12/19/2013,Closed with explanation,Yes,No,633249
10/01/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,WA,98178,,,Referral,10/02/2012,Closed with explanation,Yes,No,164510
01/08/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,CA,91356,,,Web,01/07/2013,Closed with monetary relief,Yes,No,224088
06/18/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I applied for a loan hardship modification with Caliber Home Loans. The modification approved and I had to sign the agreement and have return to Caliber by XX/XX/XXXX. I signed the agreement and called Calibur Home Loans on XXXX XXXX, spoke with an agent name XXXX XXXX. She stated the modification was approved and is being processed. She stated to call her back by Thursday and once processed I would received a copy of the agreement in the mail once processed. I called back to check on the status of my agreement and spoke with a XXXX agent number XXXX and she stated the modification could not be processed and due to some probate paperwork needed for my deceased mother XXXX XXXX XXXX. She also stated she do not know why the last time I called I was not told this. XXXX days has passed and I received no phone call, no letter from Caliber indicating what was needed. I am the cborr on the loan, and have the only interest in this mortgage. I advised XXXX, why was n't this communicated to me in a timely manner as I am waiting on a decision and would have to take time off work to go to my county office for this information. I am filing a complaint as they failed to communicate the proper info needed in a timely matter. My mod should take effect XXXX XXXX. When I called on XXXX XXXX, I was calling to set up an autopay to make sure the payments are on time each month, but instead I received this communication. furthermore, the interest on this loan is on a simple fee and continued to accumulate dailty. I feel Caliber need to offer some other assistance until I am able to get the documents they are requesting. When I completed my hardship, I received a letter from Caliber indicating they need a death certificate for XXXX XXXX XXXX and this was all they needed. No one mentioned anything about an EOE paper work, which I feel is not needed in this case as I am the cbrr on the loan and have been making payments to them for a while now. Plus, I would like an explanation of the additional charges that was added to my loan after Caliber took over my loan payment from XXXX in XX/XX/XXXX/XX/XX/XXXX. I requested a permanent interest rate reduction as the interest on this loan is way too high but instead they gave me a 5 year plan reduction on the modification. 

Loan name : XXXX XXXX XXXX and XXXX XXXX - XXXX. XXXX XXXX is now XXXX XXXX XXXX 
",,"Caliber Home Loans, Inc",NC,282XX,,Consent provided,Web,06/18/2015,Closed with non-monetary relief,Yes,No,1427300
04/28/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I was doing fine until ... .. 
I have a 4.875 % and put in the application for a home mod thru Nationstar Mort Co. 
They told me I would have to go thru a FHA trial period for 4 months. They dropped my payment {$80.00}. After about 4 months they then told me I would be on a 4 % so that was bringing me down .875 %. I told them to cancel. I then made my regular payments. They sent me a check for {$300.00} and I called and was told that it was escrow money. I cashed it. About 3 weeks later I received a check for {$1700.00} and I told the wife that escrow must have been way over. so I cashed it. Now I am a month behind and they are charging me a late charge. I can not refinance or do anything until I make a double payment including late charges that are building up each month. I spent hours on the phone finally getting to the person that is capable of making decisions and they said they would call me with a decision. They did not call or respond in any way. If anyone has anything to do with Nationstar Mort Co. "" Please beware '' 
",,Nationstar Mortgage,CA,936XX,,Consent provided,Web,04/28/2015,Closed with explanation,Yes,No,1350450
08/17/2016,Mortgage,Other mortgage,Other,,,,"Carrington Mortgage Holdings, LLC.",HI,96734,,,Postal mail,08/19/2016,Closed with explanation,Yes,,2068832
02/09/2012,Credit card,,Credit card protection / Debt protection,,,,Bank of America,FL,34974,,,Web,02/10/2012,Closed without relief,Yes,No,21899
12/01/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",PR,00739,Older American,,Postal mail,12/11/2014,Closed with explanation,Yes,No,1136222
